Order_Title,Details,Start_Time,Location
Wan cuti,No Details,2025-05-09T11:30:00+08:00,No Location
DBKL DATO BANDAR,"Assalammualaikum W.W. & Selamat Sejahtera,

YBhg.Datuk/Datin/Tuan/Puan,

Adalah dimaklumkan Mesyuarat OSC2 akan diadakan seperti ketetapan berikut:

*Bil. Mesy   : 17/2025*
*Tarikh        : 9/5/2025 (Jumaat)*
*Masa         : 9:00 pagi*
*Pengerusi : Pengarah Eksekutif (Perancangan) DBKL*
*Tempat*     : *Bilik Mesyuarat OSC, Aras Bawah, Menara DBKL2*

*Menu* : *Set nasi lemak + Ayam Goreng berempah + Kuih + air panas*",2025-05-09T12:00:00+08:00,No Location
Wan cuti,No Details,2025-05-10T11:30:00+08:00,No Location
Bertunang anak don,No Details,2025-05-11T11:00:00+08:00,No Location
Wan cuti,No Details,2025-05-11T11:30:00+08:00,No Location
Dato bndr,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 15/2025*
- *13/05/2025(Selasa)*
- *Jam 10.00 pagi - 1.00 tengah hari*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 9.00 pagi*

*Menu*
- Nasi impit + kuah lodeh
- ⁠paru goreng
- ⁠Kuih Muih
- ⁠Tidbits

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

*Makan Tengah hari*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 11.00 pagi*

*Menu*
- Nasi putih
- ⁠Masak Lemak Daging Salai
- ⁠Ayam goreng berladi
- Telur masin + ulam

*(60 pack food dan 60 air kotak susunkan dan letakkan di meja ruang legar tingkat 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *70 orang (10 hidang dome + 60 pack food)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air kotak - *(untuk 60 orang pack food)*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*

** menu boleh diubah mengikut kesesuaian pihak caterer",2025-05-13T07:00:00+08:00,No Location
Dbkl dato bndr,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 18/2025
16.5.2025 (Jumaat)  9.00 pagi - 1.00 peang
- Pengerusi : Pengarah Eksekutif (Perancangan)  

Minum Pagi  
Ready makanan 7.30 pagi
Bihun goreng + telur mata + sambal 
Kuih  :  apam beras
Buah-buahan
Air Panas : Kopi O &  Teh Tarik

Makan Tengahari  
Ready makanan 11.30 pagi
Nasi putih
Ikan masak kicap/berlada
Ayam masak lemak cili api
Sayur goreng
Ulam
Sambal belacan
Buah
Minuman kordial
** Makan buffet 60 orang
** Makan hidang 4 orang",2025-05-16T09:00:00+08:00,No Location
Smk kepong Wan oder,"165 org 10.00 pagi( bungkus)
01. Nasi beriani
02. Ayam masak merah
03. Jelatah
RM 10.00 x 165 = RM 1650.00
",2025-05-16T10:00:00+08:00,Smk kepong
Zambri jiran,"130 org 8.00 mlm
1. Nasi putih 
2. Ayam berempah
3. Kari kambing
4. Ikan masin
5. Ulam sambal belacan
6. Buah tembikai
7. Air sirap
8. Teh tarik 
Rm 18.00 x 130 = rm 2340.00
9. Daging salai masak lemak 60 org
300.00

Waiter satu rm 100.00

JUMLAH RM 2740.00",2025-05-16T20:00:00+08:00,Masjid attayibin taman bidara 
Marfuah - emi n napi,"80 org

MEJA MAKAN PETAK - 6 BIJI
KERUSI + SARUNG KERUSI - 30
Tema soft pink

AIR COOLER - 1

Kak marfu’ah
- date: 17/5/2025
- ⁠time: 8 am - 12 pm
- ⁠venue: 39, jalan Denai amaryllis 1, Tamansari, 48020 Rawang 

Nasi lemak set - 80 pax
- sambal bilis
- ⁠ikan bilis goreng
- ⁠kacang goreng
- ⁠telur rebus
- ⁠timun
Teh o
Nescafe tarik
Sirap ais
Ayam goreng berempah - 80 pax
Sambal sotong kering - 50 pax
Rendang kerang - 50 pax
Mee goreng udang - 50 pax
Cucur udang  & Kuah kacang - 50 pax
Kaswi pandan & Karipap - 30 pax

AIR COOLER - 1",2025-05-17T07:00:00+08:00,No Location
Kak baya (zaidul dan Raju),"*Name : Kak baya*
*Date & time : 17/5/25 at 10. 00 am*
*Alamat: 26 Jalan Ibu Kota 5, Taman Ibu Kota, 53100, KL*
*No of pax : 130
*Tema : Blue and white*

1.	Nasi putih
2.	Sambal goreng/sambal jawa (tak nak internal organs like hati, limpa etc)
3.	Daging masak lemak cili padi campur kentang (tapi kurang pedas)
4.	Ayam goreng berempah
5.	Ikan masin/kering goreng
6.	Sambal belacan
7.	Sambal udang petai
8.	Kordial sirap oren sunquick (lebihkan sunquick)
9.	Buah tembikai & oren
10. Teh tarik
1)	Bubur kacang hijau for 50 pax
2)	Tempe sambal garing for 60 pax
3)	Pelayan – seorang
4)	Meja dessert - satu",2025-05-17T10:00:00+08:00,"26 Jalan Ibu Kota 5, Taman Ibu"
Nak pi mkn kenduri ust Zul Ramli ,No Details,2025-05-17T17:00:00+08:00,"Aireka Space, Empire Damansara, 47820, Selangor.  ‪‪"
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 19/2025*
- *19/5/2025(Isnin)*
- *Jam 6.00 petang - 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Malam*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 5.00 petang*

*Menu*
- Nasi zulja
- ⁠Tidbits
- ⁠Buah

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*",2025-05-19T11:00:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 20/2025*
- *20/05/2025(Selasa)*
- *Jam 9.00 pagi - 1.00 tengah hari*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 8.00 pagi*

*Menu*
- Kueh teow goreng + telur mata + sambal
- ⁠Kuih Muih
- ⁠Tidbits
- Buah

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

*Makan Tengah hari*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 10.30 pagi*

*Menu*
- Nasi putih
- ⁠Ayam Kari
- ⁠Ikan goreng berlada
- Ulam + sambal belacan

*(60 pack food dan 60 air kotak susunkan dan letakkan di meja ruang legar tingkat 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *70 orang (10 hidang dome + 60 pack food)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air kotak - *(untuk 60 orang pack food)*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*

** menu boleh diubah mengikut kesesuaian pihak caterer",2025-05-20T11:00:00+08:00,No Location
Rosmaliza,"Tarikh : 21/5/2025
Waktu makan: 10 pagi
Lokasi: PANTRY VIP, KOMPLEKS RAWATAN HARIAN HOSPITAL SELAYANG

**perlu meja buffet

80 org

Menu 9
Nasi putih
Ayam goreng berempah
Daging masak lemak cili api
Sayur campur
Ulam
Sambal belacan
Buah
Teh tarik
Minuman kordial sarsi

PELAYAN - 1
",2025-05-21T10:00:00+08:00,No Location
CT scan hospital selayang 8.am,No Details,2025-05-22T06:00:00+08:00,No Location
Aunty +60 13-935 0235,"40 packs - bungkus

Location surau:

Use Waze to drive to Madrasah Al-Huda, Lorong Enggang 6, Kuala Lumpur, Selangor: https://waze.com/ul/hw28650gh5

Nasi tomato
Ayam masak merah
Acar jelatah
Air kotak apple
RM 14/pax
RM 14 x 40 = RM 560.00

Delivery - RM 50

TOTAL: RM 560 + RM 50 = RM600.00",2025-05-22T20:00:00+08:00,No Location
Dbkl dato bndr,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 19/2025
23.5.2025 (Jumaat)  9.00 pagi - 1.00 petang
- Pengerusi : Pengarah Eksekutif (Perancangan)  

Minum Pagi  
Ready makanan 7.30 pagi
Soto nasi + Bergedel + Sup + Sambal kicap
Kuih 
Buah-buahan
Air Panas : Kopi O &  Teh Tarik

Makan Tengahari  
Ready makanan 11.30 pagi
Nasi putih
Ayam asam pedas
Ikan goreng
Sayur kacang panjang goreng telur
Ikan masin
Ulam
Sambal belacan
Buah
Minuman kordial** Makan buffet 60 orang
** Makan hidang 4 orang",2025-05-23T07:00:00+08:00,No Location
Lori rt puspakom mati,No Details,2025-05-23T08:00:00+08:00,No Location
Test puspakom rt1441,No Details,2025-05-24T14:00:00+08:00,No Location
Shahmi 0102877044,"300 org 11.00 pagi
MENU 2
Kambing 2 ekor 2600.00
Upah masak 800.00
Masak kari
Nama anak: Muhammad Ariq Aqasyah bin Mohd Adi syahmi
01. Nasi beriani 
02. Tempe goreng jawa
03. Ayam greng rempah 
04. Jelatah 
05. Buah 
06. Air sirap limau
07. Teh tarik
RM 14.00 x 300 = 4200.00
Waiters 2 = 200.00

JUMLAH RM 7800.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis 
Zulja Quality enterprise CIMB BANK 8000828762 
",2025-05-25T11:00:00+08:00,Surau firdaus
Test van wvn,No Details,2025-05-27T11:00:00+08:00,No Location
SMK KEPONG BARU,"9 pagi

180 pax (148 buffet, 32 vip - dome)

Dome - 4
Pelayan - 4
Nasi beriani
Ayam goreng berempah
Ayam masak merah
Dalca sayur
Jelatah
Buah
Air sirap limau

Teh tarik - 2 TONG
DOME - 4 set
Pelayan - 4 org

**termasuk meja buffet, pinggan mangkuk sudu garfu (pakai buang) dan peralatan hidangan",2025-05-28T09:00:00+08:00,No Location
DATO BANDAR,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 21/2025*
- *28/5/2025(Rabu)*
- *Jam 2.00 petang - 6.00 petang*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan petang*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 1.00 petang*

*Menu*
- Wrap ayam
- ⁠Kuih
- ⁠Tidbits

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*",2025-05-28T10:30:00+08:00,No Location
Van wvn puspakom mati,No Details,2025-05-29,No Location
Dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 20/2025
30.5.2025 (Jumaat)  9.00 pagi - 1.00 petang
- Pengerusi : Pengarah Eksekutif (Perancangan)  

Minum Pagi  
Ready makanan 7.00 pagi
Bihun goreng + Telur mata + sambal 
Kuih 
Buah-buahan
Air Panas : Kopi O &  Teh Tarik

Makan Tengahari  
Ready makanan 11.00 pagi
Nasi putih
Ayam masak kurma
 Ikan goreng bercili
Sambal belacan + ulam
Buah
Minuman kordial
** Makan buffet 60 orang
** Makan hidang 4 orang",2025-05-30T14:30:00+08:00,No Location
TJ   0 11-1032 1294,"Meja 7 set 
RM 50.00 (satu set meja)
Satu set meja bulat 8 org duduk
01. Meja bulat
02. Alas meja bulat (Damas putih)
03. Top ikut warna
04. Kerusi plastik 8
  7 set    RM 350.00
  Transport RM 100.00
  Extra kerusi 10
100 org 11.00 pagi
*MENU 6*
01. Nasi putih 
02. Ayam masak kicap 
03. Daging masak lemak cili api 
04. Sayur campur 
05. Ulam Sambal belacan
06. Buah 
07. Minuman kordial
RM 16.00 x 100 = RM 1600.00
Waiter RM 100.00

JUMLAH RM 2150.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis 
Zulja Quality enterprise CIMB BANK 8000828762 

Booking RM 200.00
Baki RM 1950.00
",2025-05-31T11:00:00+08:00,"Verdi Residence, Symphony Hills, Persiaran Bestari, Cyber 9, Cyberjaya, 63000, Wilayah Persekutuan Putrajaya, Malaysia"
Kenduri Zahari di pelubang jitra,No Details,2025-05-31T12:00:00+08:00,No Location
Kenduri Pak ya pendang di pendang,No Details,2025-05-31T12:00:00+08:00,No Location
Kenduri kahwin anak bang Aziz peah,No Details,2025-06-01T16:30:00+08:00,No Location
PUSPAKOM RT 1441 (BERKALA SEMULA),No Details,2025-06-03T11:00:00+08:00,No Location
Dato bandar,"Pagi
Roti jala
Kari ayam

Kuih - 2 jenis
Buah
Teh tarik
Kopi o

Tengahari 
Nasi putih
Kari ikan @ masak lemak telur itik
Ayam grg berempah 
Ulam
Sambal belacan 
Buah
Air kotak

*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat Khas (OSC Khas) Bil. 3/2025*
- *03/06/2025(Selasa)*
- *Jam 9.00 pagi - 1.00 tengah hari*
- *Chair :MENTERI WILAYAH*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi*
-60 pax
*Rate RM15.00*
-*Ready makanan Jam 8.00 pagi*

*Menu*
 _Depends On Caterer_ 

*(60 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 60 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

*Makan Tengah hari*
-60 pax
*Rate RM25.00*
-*Ready makanan Jam 10.30 pagi*

*Menu*
- _Depends On Caterer_ 

*(50 pack food dan 50 air kotak susunkan dan letakkan di meja ruang legar tingkat 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *60 orang (10 hidang dome + 50 pack food)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air kotak - *(untuk 50 orang pack food)*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*

** menu boleh diubah mengikut kesesuaian pihak caterer

",2025-06-03T11:00:00+08:00,No Location
Temujanji hospital selayang,No Details,2025-06-06T06:00:00+08:00,No Location
Test puspakom w1441s,No Details,2025-06-10T14:00:00+08:00,No Location
Dbkl dato bndr,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 23/2025*
- *10/6/2025(Selasa)*
- *Jam 6.00 petang - 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Malam*
-60 pax
*Rate RM25.00*
-*Ready makanan Jam 5.00 petang*

*Menu*
- Nasi Daging
- ⁠Tidbits
- ⁠Buah

*(60 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 60 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*",2025-06-10T16:00:00+08:00,No Location
FIDA POLIS,"5 petang

Bawa meja buffet


2 org pelayan

MENU HI-TEA 100pax (Catering)
Laksa Utara
Seafood Fried Rice 
Popcorn Chicken 
Potato Wedges

Cucur udang 
kuah kacang

Kuih 2 jenis - DAH ORDER
- Popia Sira 
- Kuih Koci


Sliced cake 2 jenis - DAH ORDER
- coklat
- pandan gula melaka)

Bubur jagung with sago

Air panas/sejuk 
Kopi O
Teh tarik 
Oren Sunquick

Buah 2 jenis (Oren & Anggur)",2025-06-13T17:00:00+08:00,IPD BRICKFIELD
Ipd brickfield ( budak Arip),"2 x mkn
40 org

- pinggan pakai buang


LOKASI : Ipd Brickfields 
Jalan Travers 
Tingkat 7

*16.06.2025 (Isnin)*
40 pax 
Sarapan (0730hrs)

Kuew Tiaw Daging 
Kuih 
-Karipap 
-Ketayap 
Air Nescafe 

Makan Tengahari 
Nasi Putih
Ikan tenggiri kari 
Sambal Udang 
sambal belacan 
Ulam2
Buah potong
Air Sunquick

",2025-06-16T07:30:00+08:00,IPD Brickfields 
Setting istana...santo,No Details,2025-06-16T10:30:00+08:00,No Location
Dato bandar ( santo),"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 24/2025*
- *17/06/2025(Selasa)*
- *Jam 9.30 pagi - 12.00 tengah hari*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 8.00 pagi*

*Menu*
- Roti Jala + kari ayam
- ⁠Kuih muih
- ⁠Tidbits
- Buah

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

*Makan Tengah hari*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 10.30 pagi*

*Menu*
- Nasi putih
- ⁠Ayam masak lemak cili padi
- ⁠Ikan goreng berlada
- Ulam + sambal belacan

*(60 pack food dan 60 air kotak susunkan dan letakkan di meja ruang legar tingkat 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *70 orang (10 hidang dome + 60 pack food)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air kotak - *(untuk 60 orang pack food)*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*

** menu boleh diubah mengikut kesesuaian pihak caterer",2025-06-17T06:00:00+08:00,No Location
Istana negara ( Arip dan pembantu),"*17/6/2025*

65 orang (16 vip dome , 49 buffet)

*Sarapan Pagi*
Mee goreng
Telur mata
2 jenis kuih
Air teh tarik
Kopi o

Minum pagi
2 jenis kuih
Teh o

*Makan tengahari*
Nasi putih
Masak lemak/kari daging kentang
Ayam goreng berempah / belado
Kobis goreng
Ulam-ulaman
Sambal belacan
Buah
Minuman kordial 

*Minum petang*
Roti jala
Kari ayam
Kuih 2 jenis (kuih melayu)
Teh tarik
Nescafe O
",2025-06-17T07:00:00+08:00,Pejabat istana negara 
Ipd. Brickfield ( budak Arip),"2x mkn
40 org

Ipd Brickfields 
Jalan Travers 
Tingkat 7

17.06.2025 (Selasa)*
40 pax 
Sarapan (0730hrs)

Macaroni Goreng 
Sandwich
Nescafe 

Tengahari 
Nasi Putih
Daging salai masak lemak 
Ayam goreng berempah
Sayur campur
Ulam
Sambal belacan
Buah
Sirap selasih

NOTA :-
Pinggan Mangkuk Pakai Buang",2025-06-17T07:30:00+08:00,No Location
Nekmat ( zaidul dan Raju),"17 Jun, 2025
80 pax
 01. Nasi Putih
 02. Ayam Hijau Belado
 03. Daging Masak Hitam
 04. Sayur Kobis Lemak Putih
 05. Sambal belacan
 06. Ulam-Ulaman
 07. Buah Tembikai
 08. Nescaffee tarik paduuu
 09. Air Mineral Spritzer",2025-06-17T11:00:00+08:00,Pasar borong 
Ambik darah kat tmn ehsan..ja,No Details,2025-06-17T14:00:00+08:00,No Location
Istana negara ( Arip dan santo),"18/6/2025*

65 org ( 16 vip dome, 49 buffet)
*Sarapan Pagi*
Bihun goreng singapore
Telur mata
Cili kicap
2 jenis kuih
Air teh o
Kopi tarik

Minum pagi 
2 jenis kuih
Kopi O

*Makan tengahari*
Nasi minyak
Ayam masak merah
Daging masak hitam
Dalca sayur
Acar jelatah
Buah
Minuman kordial 
",2025-06-18T07:00:00+08:00,Pejabat istana negara 
Aunty putri - santo,"21/6 - 4 petang
50 pax

1 pelayan

Nasi putih
Ayam masak kicap
Daging kari + kentang
Udang paktam
Sambal belacan
Ulam
Buah tembikai
Air kordial sirap
Teh tarik

Popia sira - 50 pcs
",2025-06-21T16:00:00+08:00,No Location
Lt Kol Wan ( persatuan penduduk)019-238 5840,"Makan malam
Perap daging dan ayam
Sos black pepper 
*TEMPAHAN DAN PERKHIDMATAN*
1.	Saya dah hantar 23 kg daging dan 5 ekor ayam @ 60 ketul utk diperap. Saya ada tanya Wan ttg ini dan minta Hj maklumkan dia balik ttg persiapanyg diperlukan.

2.	Mohon sediakan:

-	Gravy black pepper berdasarkan jumlah daging/ayam.
-	Bihun goreng utk 40 pax
-	Kopi panas 30 pax
-	Air sirap 30 pax
-	40 kerusi poly
-	Tempat bakar
-	Tray, sudip, senduk dll peralatan kecil BBQ

-	*# Arang, pinggan, cawan, serviette paper saya sediakan*

3.	Mohon hantar daging/kerusi/meja/peralatan membakar dll peralatan kecil pd 21 Jun 25 pukul 6 ptg utk kami buat susun atur.

Makanan dan minuman rm 360.00
Bahan perap dan sos rm 300.00
Kerusi rm 80.00
Meja rm 50.00 

Jumlah rm 790.00",2025-06-21T18:00:00+08:00,Pejabat persatuan penduduk taman bidara 
